[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2656f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2658f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2660f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2662f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2664f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2666f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9240, 白, 2668f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9565, 快, 2670f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9915, 慢, 2672f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9215, 变*, 2674f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9415, 快, 2676f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9740, 快, 2678f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2680f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9715, 变, 2682f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9890, 变, 2684f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9940, 白*, 2686f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2688f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2690f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2692f, SL次数: 0 [11:16]
[0, -2147483648][DEBUG] 阳光: 9540, 慢, 2694f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9140, 快*, 2696f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9465, 慢*, 2698f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 50}
总={变: 353, 快: 379, 慢: 261, 白: 357}, 预计 12:35 完成 10k flags (共 106 min)
[0, -2147483648][DEBUG] 出怪种子: 0x8C341948
[0, -2147483648][DEBUG] 阳光: 8765, 变, 2700f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 8890, 白*, 2702f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9215, 白, 2704f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9540, 白*, 2706f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9890, 变, 2708f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2710f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2712f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2714f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9565, 白, 2716f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9890, 慢, 2718f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9490, 白*, 2720f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9815, 慢*, 2722f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9290, 快, 2724f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9615, 快, 2726f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9965, 白, 2728f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2730f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2732f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2734f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2736f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2738f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9440, 快*, 2740f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9790, 变, 2742f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2744f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2746f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2748f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2750f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2752f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2754f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2756f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2758f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9690, 白, 2760f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2762f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2764f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2766f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9565, 白*, 2768f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9915, 快*, 2770f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2772f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9415, 变, 2774f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9740, 白, 2776f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2778f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2780f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2782f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9540, 变*, 2784f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9890, 变*, 2786f, SL次数: 0 [11:17]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2788f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2790f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9540, 慢*, 2792f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9115, 慢, 2794f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 8890, 白, 2796f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9240, 快, 2798f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 50}
总={变: 363, 快: 388, 慢: 272, 白: 377}, 预计 12:35 完成 10k flags (共 106 min)
[0, -2147483648][DEBUG] 出怪种子: 0x3F0EB837
[0, -2147483648][DEBUG] 阳光: 9590, 变, 2800f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9665, 白, 2802f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2804f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2806f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9915, 慢, 2808f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9665, 变*, 2810f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9965, 白*, 2812f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2814f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9690, 快*, 2816f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2818f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2820f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2822f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2824f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9540, 白*, 2826f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9890, 快*, 2828f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2830f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2832f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2834f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2836f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2838f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2840f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2842f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2844f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2846f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2848f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9690, 慢*, 2850f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9290, 快*, 2852f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9615, 变, 2854f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9965, 变*, 2856f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2858f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9540, 白, 2860f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9890, 慢, 2862f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9615, 快, 2864f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9965, 变, 2866f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2868f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2870f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2872f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9565, 变*, 2874f, SL次数: 0 [11:18]
[0, -2147483648][DEBUG] 阳光: 9640, 快*, 2876f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9965, 快, 2878f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2880f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2882f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2884f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2886f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2888f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2890f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2892f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9965, 变, 2894f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2896f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2898f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 50}
总={变: 378, 快: 401, 慢: 280, 白: 391}, 预计 12:35 完成 10k flags (共 107 min)
[0, -2147483648][DEBUG] 出怪种子: 0x1386546B
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2900f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2902f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2904f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9540, 快, 2906f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9890, 慢, 2908f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9190, 快, 2910f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9540, 白*, 2912f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9890, 变*, 2914f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 2916f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9415, 快, 2918f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9740, 白, 2920f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2922f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2924f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2926f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2928f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2930f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2932f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2934f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2936f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2938f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2940f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2942f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2944f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2946f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2948f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2950f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2952f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2954f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 2956f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2958f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2960f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2962f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9865, 慢, 2964f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9490, 变, 2966f, SL次数: 0 [11:19]
[0, -2147483648][DEBUG] 阳光: 9790, 变, 2968f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2970f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2972f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9865, 变, 2974f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 2976f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 2978f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9940, 快*, 2980f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2982f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2984f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2986f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2988f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 2990f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9690, 白*, 2992f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 2994f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 2996f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 2998f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 51}
总={变: 393, 快: 417, 慢: 285, 白: 405}, 预计 12:35 完成 10k flags (共 107 min)
[0, -2147483648][DEBUG] 出怪种子: 0xD810652B
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3000f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3002f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3004f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3006f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3008f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3010f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3012f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3014f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3016f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3018f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3020f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3022f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3024f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3026f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3028f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3030f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3032f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3034f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3036f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3038f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3040f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 3042f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9565, 快, 3044f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9915, 变*, 3046f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9965, 快*, 3048f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3050f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3052f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3054f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3056f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3058f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3060f, SL次数: 0 [11:20]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3062f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 3064f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9415, 快, 3066f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9765, 慢, 3068f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9365, 白*, 3070f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9690, 白*, 3072f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3074f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3076f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3078f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3080f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3082f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3084f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3086f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3088f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3090f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3092f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3094f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 3096f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9540, 白, 3098f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 51}
总={变: 409, 快: 434, 慢: 289, 白: 418}, 预计 12:35 完成 10k flags (共 107 min)
[0, -2147483648][DEBUG] 出怪种子: 0xCC9A0E95
[0, -2147483648][DEBUG] 阳光: 9865, 快, 3100f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3102f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 3104f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9540, 快, 3106f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9890, 变, 3108f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3110f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3112f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3114f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3116f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3118f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3120f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9940, 慢, 3122f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9665, 变*, 3124f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3126f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3128f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3130f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3132f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3134f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3136f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3138f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3140f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3142f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3144f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3146f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3148f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3150f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 白*, 3152f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3154f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3156f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3158f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3160f, SL次数: 0 [11:21]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 3162f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9690, 快, 3164f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3166f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3168f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3170f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3172f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 3174f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9540, 快*, 3176f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9890, 白*, 3178f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3180f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3182f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3184f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3186f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3188f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3190f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3192f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3194f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 慢*, 3196f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9515, 慢, 3198f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 灰烬={w20樱桃: 51}
总={变: 425, 快: 452, 慢: 295, 白: 428}, 预计 12:35 完成 10k flags (共 106 min)
[0, -2147483648][DEBUG] 出怪种子: 0x8C202098
[0, -2147483648][DEBUG] 阳光: 9140, 白, 3200f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9465, 白, 3202f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9815, 快*, 3204f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 慢, 3206f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9415, 快*, 3208f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9765, 快*, 3210f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3212f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3214f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快, 3216f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变, 3218f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 白, 3220f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 快*, 3222f, SL次数: 0 [11:22]
[0, -2147483648][DEBUG] 阳光: 9990, 变*, 3224f, SL次数: 0 [11:22]
